Car_ID,Car_Name,Year,Engine_HP,Buying_Price_Lakh,Maintenance_Cost,Safety_Rating,Mileage,Class,Modern_Technologies
736,Porsche Panamera Turbo,2022,Strong,230.0,High,High,Low,Good,Touchscreen|Camera|Porsche Connect|Adaptive Air Suspension
737,Porsche 911 Carrera S,2023,Strong,215.0,High,Low,Low,Poor,Touchscreen|Camera|Sport Chrono
738,Porsche Taycan 4S,2023,Strong,185.0,High,High,High,Good,Touchscreen|Camera|ADAS|800V Architecture
739,Porsche 718 Boxster S,2022,Strong,148.0,High,Low,Low,Poor,Touchscreen|Camera|Sport Chrono|Convertible Top
740,Porsche 718 Cayman S,2022,Strong,145.0,High,Low,Low,Poor,Touchscreen|Camera|Sport Chrono
741,Lexus NX 350h F-Sport,2023,Moderate,78.0,High,High,Medium,Good,Touchscreen|Camera|Lexus Safety System+|Adaptive Suspension
742,Lexus RX 350h Luxury,2023,Moderate,115.0,High,High,Medium,Good,Touchscreen|Camera|Lexus Safety System+|Mark Levinson Audio
743,Lexus LX 500d F-Sport,2023,Strong,310.0,High,High,Low,Good,Touchscreen|Camera|ADAS|Multi-Terrain Monitor
744,Mini Cooper S,2023,Moderate,48.0,High,High,Medium,Good,Touchscreen|Camera|HUD
745,Mini Countryman JCW,2023,Moderate,58.0,High,High,Medium,Good,Touchscreen|Camera|HUD|Sport Suspension
746,Mini Clubman JCW,2021,Moderate,55.0,High,High,Medium,Good,Touchscreen|Camera|Split Rear Doors|Sport Suspension
747,BYD Atto 3 Premium,2023,Moderate,36.0,Low,High,Medium,Recommended,Touchscreen|Camera|ADAS|Blade Battery
748,BYD Seal Performance,2024,Strong,65.0,Medium,High,Low,Good,Touchscreen|Camera|ADAS|AWD
749,BYD e6 Premium,2022,Weak,32.0,Low,High,High,Recommended,Touchscreen|Camera|Blade Battery
750,Maserati Ghibli Trofeo,2022,Strong,190.0,High,High,Low,Good,Touchscreen|Camera|ADAS|V8
751,Maruti_Suzuki Swift LXi,2018,Weak,4.5,Low,Low,High,Poor,Air Conditioning|Power Steering
752,Maruti_Suzuki Swift VXi,2019,Weak,5.5,Low,Low,High,Good,Bluetooth|Power Windows
753,Maruti_Suzuki Swift ZXi,2020,Weak,6.5,Low,Low,High,Recommended,Touchscreen|Alloy Wheels
754,Maruti_Suzuki Swift ZXi+,2022,Weak,7.8,Low,Low,High,Recommended,Touchscreen|Camera|LED Headlamps
755,Maruti_Suzuki Swift VDi,2016,Weak,4.0,Low,Low,High,Good,Air Conditioning|Power Windows
756,Maruti_Suzuki Swift ZDi,2017,Weak,5.0,Low,Low,High,Recommended,Bluetooth|Alloy Wheels
757,Maruti_Suzuki Dzire LXi,2019,Weak,5.2,Low,Low,High,Poor,Air Conditioning|Dual Airbags
758,Maruti_Suzuki Dzire VXi,2020,Weak,6.4,Low,Low,High,Good,Bluetooth|Steering Controls
759,Maruti_Suzuki Dzire ZXi,2021,Weak,7.5,Low,Low,High,Recommended,Touchscreen|Push Button Start
760,Maruti_Suzuki Dzire ZXi+,2023,Weak,8.8,Low,Low,High,Recommended,Touchscreen|Camera|Precision Cut Alloys
761,Maruti_Suzuki Dzire VDi,2018,Weak,5.5,Low,Low,High,Good,Air Conditioning|Power Windows
762,Maruti_Suzuki Dzire ZDi,2019,Weak,6.8,Low,Low,High,Recommended,Bluetooth|Automatic Climate Control
763,Maruti_Suzuki Baleno Sigma,2021,Weak,6.2,Low,Low,High,Poor,Air Conditioning|Power Windows
764,Maruti_Suzuki Baleno Delta,2022,Weak,7.4,Low,Low,High,Good,Touchscreen|Steering Controls
765,Maruti_Suzuki Baleno Zeta,2023,Weak,8.5,Low,Low,High,Recommended,Touchscreen|Alloy Wheels|Push Button Start
766,Maruti_Suzuki Baleno Alpha,2023,Weak,9.8,Low,Low,High,Recommended,Touchscreen|Camera|HUD|360 Camera
767,Maruti_Suzuki Baleno RS 1.0,2017,Moderate,6.5,Low,Medium,Medium,Good,Touchscreen|Camera|Turbocharger
768,Maruti_Suzuki Brezza LXi,2022,Moderate,8.2,Low,High,Medium,Good,Air Conditioning|Rear AC Vents
769,Maruti_Suzuki Brezza VXi,2023,Moderate,9.5,Low,High,Medium,Recommended,Touchscreen|Steering Controls
770,Maruti_Suzuki Brezza ZXi,2023,Moderate,11.0,Low,High,Medium,Recommended,Touchscreen|Camera|Sunroof
771,Maruti_Suzuki Brezza ZXi+,2024,Moderate,13.0,Low,High,Medium,Recommended,Touchscreen|Camera|HUD|360 Camera
772,Maruti_Suzuki Vitara Brezza VDi,2018,Moderate,7.5,Low,High,Medium,Good,Bluetooth|Projector Headlamps
773,Maruti_Suzuki Vitara Brezza ZDi,2019,Moderate,8.8,Low,High,Medium,Recommended,Touchscreen|Camera|Alloy Wheels
774,Maruti_Suzuki Ertiga LXi,2021,Moderate,8.5,Low,Medium,Medium,Good,Air Conditioning|Projector Headlamps
775,Maruti_Suzuki Ertiga VXi,2022,Moderate,9.8,Low,Medium,Medium,Recommended,Bluetooth|Rear AC Vents
776,Maruti_Suzuki Ertiga ZXi,2023,Moderate,11.2,Low,Medium,Medium,Recommended,Touchscreen|Alloy Wheels
777,Maruti_Suzuki Ertiga ZXi+,2023,Moderate,12.5,Low,Medium,Medium,Recommended,Touchscreen|Camera|SmartPlay Pro
778,Maruti_Suzuki Ertiga VDi,2017,Moderate,6.5,Low,Medium,Medium,Good,Air Conditioning|Power Windows
779,Maruti_Suzuki Alto 800 LXi,2020,Weak,3.5,Low,Low,High,Poor,Air Conditioning|Power Steering
780,Maruti_Suzuki Alto 800 VXi,2021,Weak,4.2,Low,Low,High,Poor,Bluetooth|Front Power Windows
781,Maruti_Suzuki Alto K10 LXi,2023,Weak,4.5,Low,Low,High,Poor,Air Conditioning|Digital Cluster
782,Maruti_Suzuki Alto K10 VXi,2023,Weak,5.2,Low,Low,High,Good,Bluetooth|SmartPlay Studio
783,Maruti_Suzuki Celerio LXi,2022,Weak,5.0,Low,Low,High,Poor,Air Conditioning|Idle Start Stop
784,Maruti_Suzuki Celerio VXi,2023,Weak,5.8,Low,Low,High,Good,Bluetooth|Power Windows
785,Maruti_Suzuki Celerio ZXi,2023,Weak,6.5,Low,Low,High,Recommended,Touchscreen|Steering Controls
786,Maruti_Suzuki Celerio ZXi AMT,2023,Weak,7.2,Low,Low,High,Recommended,Touchscreen|AMT Gearbox
787,Maruti_Suzuki WagonR LXi,2022,Weak,5.5,Low,Low,High,Poor,Air Conditioning|Dual Airbags
788,Maruti_Suzuki WagonR VXi,2023,Weak,6.2,Low,Low,High,Good,Bluetooth|Power Windows
789,Maruti_Suzuki WagonR ZXi,2023,Weak,7.0,Low,Low,High,Recommended,Touchscreen|Steering Controls
790,Maruti_Suzuki WagonR 1.2 VXi,2023,Weak,6.5,Low,Low,High,Good,Bluetooth|Power Windows
791,Maruti_Suzuki Ignis Sigma,2021,Weak,5.5,Low,Medium,High,Poor,Air Conditioning|Power Windows
792,Maruti_Suzuki Ignis Delta,2022,Weak,6.2,Low,Medium,High,Good,Bluetooth|Steering Controls
793,Maruti_Suzuki Ignis Zeta,2023,Weak,7.0,Low,Medium,High,Recommended,Touchscreen|Push Button Start
794,Maruti_Suzuki Ignis Alpha,2023,Weak,8.0,Low,Medium,High,Recommended,Touchscreen|Camera|LED Headlamps
795,Maruti_Suzuki Ciaz Sigma,2021,Moderate,9.0,Low,High,Medium,Good,Air Conditioning|Projector Headlamps
796,Maruti_Suzuki Ciaz Delta,2022,Moderate,10.0,Low,High,Medium,Recommended,Bluetooth|Alloy Wheels
797,Maruti_Suzuki Ciaz Zeta,2023,Moderate,11.0,Low,High,Medium,Recommended,Touchscreen|Push Button Start
798,Maruti_Suzuki Ciaz Alpha,2023,Moderate,12.2,Low,High,Medium,Recommended,Touchscreen|Camera|LED Headlamps
799,Maruti_Suzuki S-Cross Sigma,2020,Moderate,8.8,Low,High,Medium,Good,Air Conditioning|Disc Brakes
800,Maruti_Suzuki S-Cross Alpha,2021,Moderate,11.5,Low,High,Medium,Recommended,Touchscreen|Camera|LED Headlamps
801,Hyundai Creta E,2023,Moderate,11.0,Medium,Medium,Medium,Good,Air Conditioning|Projector Headlamps
802,Hyundai Creta EX,2023,Moderate,12.2,Medium,Medium,Medium,Good,Touchscreen|Bluetooth
803,Hyundai Creta S,2023,Moderate,13.5,Medium,Medium,Medium,Recommended,Touchscreen|Camera|Cruise Control
804,Hyundai Creta SX,2023,Moderate,15.5,Medium,Medium,Medium,Recommended,Touchscreen|Camera|Panoramic Sunroof
805,Hyundai Creta SX(O),2023,Moderate,18.5,Medium,Medium,Medium,Recommended,Touchscreen|Camera|Bose Audio|Ventilated Seats
806,Hyundai Creta E Diesel,2022,Moderate,12.5,Medium,Medium,High,Good,Air Conditioning|Projector Headlamps
807,Hyundai Creta S Diesel,2023,Moderate,15.0,Medium,Medium,High,Recommended,Touchscreen|Camera|Cruise Control
808,Hyundai i20 Magna,2023,Weak,7.5,Low,Medium,Medium,Good,Bluetooth|Steering Controls
809,Hyundai i20 Sportz,2023,Moderate,8.8,Low,Medium,Medium,Recommended,Touchscreen|Camera|Digital Cluster
810,Hyundai i20 Asta,2023,Moderate,10.0,Low,Medium,Medium,Recommended,Touchscreen|Camera|Bose Audio
811,Hyundai i20 Asta(O),2024,Moderate,11.5,Low,Medium,Medium,Recommended,Touchscreen|Camera|Sunroof|Connected Car Tech
812,Hyundai i20 Era,2021,Weak,6.5,Low,Medium,Medium,Poor,Air Conditioning|Dual Airbags
813,Hyundai Venue E,2023,Weak,7.8,Low,High,Medium,Poor,Air Conditioning|Power Windows
814,Hyundai Venue S,2023,Weak,9.0,Low,High,Medium,Good,Touchscreen|Bluetooth
815,Hyundai Venue SX,2023,Moderate,11.2,Low,High,Medium,Recommended,Touchscreen|Camera|Sunroof
816,Hyundai Venue SX(O),2024,Moderate,13.5,Low,High,Medium,Recommended,Touchscreen|Camera|ADAS|BlueLink
817,Hyundai Venue S+,2023,Moderate,10.0,Low,High,High,Recommended,Touchscreen|Camera|Digital Cluster
818,Hyundai Verna E,2023,Moderate,11.0,Medium,High,Medium,Good,Air Conditioning|Projector Headlamps
819,Hyundai Verna S,2023,Moderate,12.5,Medium,High,Medium,Good,Touchscreen|Bluetooth|Cruise Control
820,Hyundai Verna SX,2024,Moderate,14.5,Medium,High,Medium,Recommended,Touchscreen|Camera|Sunroof
821,Hyundai Verna SX(O) Turbo,2024,Moderate,18.0,Medium,High,Medium,Recommended,Touchscreen|Camera|ADAS|Heated Seats
822,Hyundai Verna EX,2021,Moderate,9.5,Medium,High,Medium,Good,Bluetooth|Steering Controls
823,Hyundai Grand i10 Era,2019,Weak,4.5,Low,Low,High,Poor,Air Conditioning|Power Steering
824,Hyundai Grand i10 Magna,2020,Weak,5.5,Low,Low,High,Good,Bluetooth|Rear AC Vents
825,Hyundai Grand i10 Sportz,2020,Weak,6.5,Low,Low,High,Recommended,Touchscreen|Camera|Alloy Wheels
826,Hyundai Grand i10 Asta,2020,Weak,7.2,Low,Low,High,Recommended,Touchscreen|Camera|Push Button Start
827,Hyundai Nios Era,2023,Weak,5.8,Low,Low,High,Poor,Air Conditioning|Dual Airbags
828,Hyundai Nios Magna,2023,Weak,6.8,Low,Low,High,Good,Bluetooth|Steering Controls
829,Hyundai Nios Sportz,2024,Weak,7.8,Low,Low,High,Recommended,Touchscreen|Camera|Projector Headlamps
830,Hyundai Nios Asta,2024,Weak,8.5,Low,Low,High,Recommended,Touchscreen|Camera|Wireless Charging
831,Hyundai Aura E,2023,Weak,6.5,Low,Low,High,Poor,Air Conditioning|Dual Airbags
832,Hyundai Aura S,2023,Weak,7.5,Low,Low,High,Good,Bluetooth|Rear AC Vents
833,Hyundai Aura SX,2024,Weak,8.8,Low,Low,High,Recommended,Touchscreen|Camera|Alloy Wheels
834,Hyundai Aura SX(O),2024,Weak,9.5,Low,Low,High,Recommended,Touchscreen|Camera|Wireless Charging
835,Hyundai Tucson GL,2021,Moderate,24.0,Medium,Low,Medium,Good,Touchscreen|Camera|Panoramic Sunroof
836,Hyundai Tucson GLS,2022,Moderate,28.0,Medium,Low,Medium,Recommended,Touchscreen|Camera|LED Headlamps
837,Hyundai Tucson 4WD AT,2023,Moderate,36.0,Medium,Low,Medium,Recommended,Touchscreen|Camera|ADAS|AWD
838,Hyundai Alcazar Prestige,2023,Moderate,17.0,Medium,Medium,Medium,Good,Touchscreen|Camera|Panoramic Sunroof
839,Hyundai Alcazar Platinum,2023,Moderate,20.0,Medium,Medium,Medium,Recommended,Touchscreen|Camera|Digital Cluster|Bose Audio
840,Hyundai Alcazar Signature(O) AT,2024,Moderate,23.5,Medium,Medium,Medium,Recommended,Touchscreen|Camera|Ventilated Seats|ADAS
841,Hyundai Santro Era,2019,Weak,4.0,Low,Low,High,Poor,Air Conditioning|Driver Airbag
842,Hyundai Santro Magna,2020,Weak,4.8,Low,Low,High,Poor,Bluetooth|Rear AC Vents
843,Hyundai Santro Sportz,2021,Weak,5.5,Low,Low,High,Good,Touchscreen|Steering Controls
844,Hyundai Santro Asta,2021,Weak,6.0,Low,Low,High,Good,Touchscreen|Camera|Passenger Airbag
845,Hyundai Elantra S,2018,Moderate,14.0,Medium,High,Medium,Good,Bluetooth|Projector Headlamps
846,Hyundai Elantra SX,2019,Moderate,16.5,Medium,High,Medium,Recommended,Touchscreen|Camera|Sunroof
847,Hyundai Elantra SX(O) AT,2021,Moderate,21.0,Medium,High,Medium,Recommended,Touchscreen|Camera|Ventilated Seats|BlueLink
848,Hyundai Xcent Era,2017,Weak,5.0,Low,Medium,High,Poor,Air Conditioning|Power Steering
849,Hyundai Xcent Magna,2018,Weak,6.0,Low,Medium,High,Good,Bluetooth|Rear AC Vents
850,Hyundai Xcent Sportz,2019,Weak,7.0,Low,Medium,High,Recommended,Touchscreen|Camera|Alloy Wheels
851,Tata Nexon XE,2023,Moderate,8.2,Low,High,Medium,Good,Air Conditioning|Digital Cluster
852,Tata Nexon XM,2023,Moderate,9.5,Low,High,Medium,Good,Bluetooth|Steering Controls
853,Tata Nexon XT,2023,Moderate,10.8,Low,High,Medium,Recommended,Touchscreen|Camera|Sunroof
854,Tata Nexon XZ,2023,Moderate,11.5,Low,High,Medium,Recommended,Touchscreen|Camera|Alloy Wheels
855,Tata Nexon XZ+,2024,Moderate,12.8,Low,High,Medium,Recommended,Touchscreen|Camera|Ventilated Seats
856,Tata Nexon XZA+ AMT,2024,Moderate,13.5,Low,High,Medium,Recommended,Touchscreen|Camera|AMT Gearbox
857,Tata Harrier XE,2022,Moderate,15.5,Medium,High,Medium,Good,Air Conditioning|Projector Headlamps
858,Tata Harrier XM,2023,Moderate,17.2,Medium,High,Medium,Good,Touchscreen|Steering Controls
859,Tata Harrier XT,2023,Moderate,19.0,Medium,High,Medium,Recommended,Touchscreen|Camera|Alloy Wheels
860,Tata Harrier XZ,2023,Moderate,21.0,Medium,High,Medium,Recommended,Touchscreen|Camera|Xenon HID
861,Tata Harrier XZ+,2024,Moderate,23.5,Medium,High,Medium,Recommended,Touchscreen|Camera|ADAS|Panoramic Sunroof
862,Tata Harrier XZA AT,2024,Moderate,24.5,Medium,High,Medium,Recommended,Touchscreen|Camera|Automatic Transmission|ADAS
863,Tata Safari XE,2023,Moderate,16.0,Medium,High,Medium,Good,Air Conditioning|Projector Headlamps
864,Tata Safari XM,2023,Moderate,18.0,Medium,High,Medium,Good,Touchscreen|Steering Controls
865,Tata Safari XT,2023,Moderate,20.0,Medium,High,Medium,Recommended,Touchscreen|Camera|Alloy Wheels
866,Tata Safari XZ,2024,Moderate,22.5,Medium,High,Medium,Recommended,Touchscreen|Camera|Captain Seats
867,Tata Safari XZ+,2024,Moderate,25.0,Medium,High,Medium,Recommended,Touchscreen|Camera|ADAS|Ventilated Seats
868,Tata Safari XZA+ AT,2024,Moderate,26.5,Medium,High,Medium,Recommended,Touchscreen|Camera|Automatic Transmission|ADAS
869,Tata Tiago XE,2022,Weak,5.5,Low,High,High,Poor,Air Conditioning|Digital Cluster
870,Tata Tiago XM,2023,Weak,6.2,Low,High,High,Good,Bluetooth|Power Windows
871,Tata Tiago XT,2023,Weak,6.8,Low,High,High,Good,Touchscreen|Steering Controls
872,Tata Tiago XZ,2024,Weak,7.5,Low,High,High,Recommended,Touchscreen|Camera|Alloy Wheels
873,Tata Tiago XZ+,2024,Weak,8.0,Low,High,High,Recommended,Touchscreen|Camera|Projector Headlamps
874,Tata Tiago XZA AMT,2024,Weak,8.5,Low,High,High,Recommended,Touchscreen|Camera|AMT Gearbox
875,Tata Tigor XE,2022,Weak,6.2,Low,High,High,Poor,Air Conditioning|Digital Cluster
876,Tata Tigor XM,2023,Weak,6.8,Low,High,High,Good,Bluetooth|Power Windows
877,Tata Tigor XT,2023,Weak,7.5,Low,High,High,Good,Touchscreen|Steering Controls
878,Tata Tigor XZ,2024,Weak,8.2,Low,High,High,Recommended,Touchscreen|Camera|Alloy Wheels
879,Tata Tigor XZ+,2024,Weak,9.0,Low,High,High,Recommended,Touchscreen|Camera|Projector Headlamps
880,Tata Tigor XZA AMT,2024,Weak,9.5,Low,High,High,Recommended,Touchscreen|Camera|AMT Gearbox
881,Tata Altroz XE,2023,Weak,6.8,Low,High,High,Poor,Air Conditioning|Drive Modes
882,Tata Altroz XM,2023,Weak,7.5,Low,High,High,Good,Bluetooth|Steering Controls
883,Tata Altroz XT,2024,Weak,8.5,Low,High,High,Recommended,Touchscreen|Camera|Alloy Wheels
884,Tata Altroz XZ,2024,Weak,9.5,Low,High,High,Recommended,Touchscreen|Camera|Projector Headlamps
885,Tata Altroz XZ+,2024,Weak,10.5,Low,High,High,Recommended,Touchscreen|Camera|Connected Car Tech|iRA
886,Tata Punch Pure,2023,Weak,6.2,Low,High,High,Poor,Air Conditioning|Front Power Windows
887,Tata Punch Adventure,2023,Weak,7.2,Low,High,High,Good,Bluetooth|Steering Controls
888,Tata Punch Accomplished,2024,Weak,8.2,Low,High,High,Recommended,Touchscreen|Camera|Push Button Start
889,Tata Punch Creative,2024,Weak,9.5,Low,High,High,Recommended,Touchscreen|Camera|Projector Headlamps|Alloy Wheels
890,Tata Hexa XE,2018,Moderate,12.5,Medium,High,Medium,Good,Air Conditioning|Projector Headlamps
891,Tata Hexa XM,2019,Moderate,14.5,Medium,High,Medium,Good,Touchscreen|Bluetooth|Steering Controls
892,Tata Hexa XT,2020,Moderate,17.5,Medium,High,Medium,Recommended,Touchscreen|Camera|Alloy Wheels
893,Tata Hexa XTA AT,2020,Moderate,18.8,Medium,High,Medium,Recommended,Touchscreen|Camera|Automatic Transmission
894,Tata Hexa XT 4x4 MT,2020,Moderate,19.5,Medium,High,Medium,Recommended,Touchscreen|Camera|AWD|Drive Modes
895,Tata Aria Pure,2012,Moderate,8.5,Medium,Medium,Medium,Poor,Air Conditioning|Projector Headlamps
896,Tata Aria Pleasure,2013,Moderate,10.0,Medium,Medium,Medium,Good,Bluetooth|Alloy Wheels
897,Tata Aria Pride AWD,2015,Moderate,12.0,Medium,Medium,Medium,Recommended,Touchscreen|Camera|AWD
898,Tata Sumo Gold CX,2015,Weak,5.8,Low,Low,Medium,Poor,Power Steering
899,Tata Sumo Gold EX,2016,Weak,6.5,Low,Low,Medium,Poor,Air Conditioning
900,Tata Sumo Gold GX,2018,Weak,7.5,Low,Low,Medium,Good,Air Conditioning|Dual AC|Power Windows
901,Mahindra Scorpio S2,2016,Moderate,9.5,Medium,Low,Medium,Poor,Air Conditioning|Micro-Hybrid Tech
902,Mahindra Scorpio S4,2017,Moderate,11.0,Medium,Medium,Medium,Good,Air Conditioning|4WD Option
903,Mahindra Scorpio S6,2018,Moderate,12.5,Medium,Medium,Medium,Good,Bluetooth|Body Colored Bumpers
904,Mahindra Scorpio S8,2019,Moderate,14.0,Medium,Medium,Medium,Recommended,Touchscreen|Alloy Wheels
905,Mahindra Scorpio S10,2020,Moderate,16.0,Medium,Medium,Medium,Recommended,Touchscreen|Camera|Projector Headlamps
906,Mahindra Scorpio S11 4WD,2022,Moderate,18.5,Medium,Medium,Medium,Recommended,Touchscreen|Camera|4WD
907,Mahindra Scorpio-N Z2,2023,Moderate,13.5,Medium,High,Medium,Good,Touchscreen|Rear AC Vents
908,Mahindra Scorpio-N Z4,2023,Moderate,15.5,Medium,High,Medium,Good,Touchscreen|Cruise Control|4WD Option
909,Mahindra Scorpio-N Z6,2024,Moderate,17.5,Medium,High,Medium,Recommended,Touchscreen|Sunroof|Connected Tech
910,Mahindra Scorpio-N Z8,2024,Moderate,20.5,Medium,High,Medium,Recommended,Touchscreen|Camera|LED Headlamps|4WD
911,Mahindra Scorpio-N Z8L AT,2024,Moderate,24.5,Medium,High,Medium,Recommended,Touchscreen|Camera|Sony 3D Audio|Automatic Transmission
912,Mahindra XUV700 MX,2023,Moderate,14.5,Medium,High,Medium,Good,Touchscreen|Smart Door Handles
913,Mahindra XUV700 AX3 AT,2023,Moderate,18.5,Medium,High,Medium,Good,Touchscreen|Digital Cluster|Automatic Transmission
914,Mahindra XUV700 AX5 7-Str,2024,Moderate,20.5,Medium,High,Medium,Recommended,Touchscreen|Panoramic Sunroof|LED Headlamps
915,Mahindra XUV700 AX7,2024,Moderate,23.5,Medium,High,Medium,Recommended,Touchscreen|Camera|ADAS|Alloy Wheels
916,Mahindra XUV700 AX7L AWD,2024,Moderate,27.5,Medium,High,Medium,Recommended,Touchscreen|Camera|ADAS|AWD|Sony Audio
917,Mahindra XUV500 W4,2015,Moderate,11.5,Medium,Medium,Medium,Poor,Air Conditioning|Projector Headlamps
918,Mahindra XUV500 W6,2017,Moderate,13.5,Medium,Medium,Medium,Good,Touchscreen|Cruise Control
919,Mahindra XUV500 W8,2018,Moderate,16.0,Medium,High,Medium,Recommended,Touchscreen|Camera|Alloy Wheels
920,Mahindra XUV500 W10,2019,Moderate,18.5,Medium,High,Medium,Recommended,Touchscreen|Camera|Sunroof
921,Mahindra XUV500 W11(O) AWD,2021,Moderate,20.5,Medium,High,Medium,Recommended,Touchscreen|Camera|AWD|Connected Tech
922,Mahindra Thar AX 4x4,2021,Moderate,14.0,Medium,High,Medium,Good,Air Conditioning|4WD|Steel Wheels
923,Mahindra Thar LX 4x4 AT,2023,Moderate,17.5,Medium,High,Medium,Recommended,Touchscreen|4WD|Automatic Transmission|Alloy Wheels
924,Mahindra Thar AX Opt 4x4,2022,Moderate,15.5,Medium,High,Medium,Recommended,Bluetooth|4WD|Convertible Top
925,Mahindra XUV300 W4,2022,Moderate,8.8,Low,High,Medium,Good,Air Conditioning|All Disc Brakes
926,Mahindra XUV300 W6,2023,Moderate,10.5,Low,High,Medium,Good,Touchscreen|Steering Controls
927,Mahindra XUV300 W8,2023,Moderate,12.5,Low,High,Medium,Recommended,Touchscreen|Camera|Dual-Zone AC
928,Mahindra XUV300 W8(O) AMT,2024,Moderate,14.5,Low,High,Medium,Recommended,Touchscreen|Camera|Sunroof|7 Airbags
929,Mahindra Bolero B4,2022,Weak,9.5,Low,Low,High,Poor,Air Conditioning|Micro-Hybrid Tech
930,Mahindra Bolero B6(O),2023,Weak,11.2,Low,Low,High,Good,Bluetooth|Driver Airbag|Fog Lamps
931,Mahindra Bolero SLE,2015,Weak,6.5,Low,Low,High,Poor,Air Conditioning
932,Mahindra Bolero SLX,2017,Weak,7.8,Low,Low,High,Good,Bluetooth|Power Windows
933,Mahindra Bolero ZLX,2019,Weak,8.5,Low,Low,High,Recommended,Bluetooth|Driver Information System
934,Mahindra Bolero Neo N4,2022,Weak,9.8,Low,Medium,High,Poor,Air Conditioning|Eco Mode
935,Mahindra Bolero Neo N8,2023,Weak,11.0,Low,Medium,High,Good,Bluetooth|Steering Controls
936,Mahindra Bolero Neo N10,2024,Weak,12.5,Low,Medium,High,Recommended,Touchscreen|Alloy Wheels
937,Mahindra Bolero Neo N10(O),2024,Weak,13.2,Low,Medium,High,Recommended,Touchscreen|Camera|MLD
938,Mahindra Marazzo M2,2019,Moderate,11.5,Medium,High,Medium,Poor,Air Conditioning|Roof AC
939,Mahindra Marazzo M4,2020,Moderate,13.0,Medium,High,Medium,Good,Bluetooth|Shark Fin Antenna
940,Mahindra Marazzo M6+,2021,Moderate,14.5,Medium,High,Medium,Recommended,Touchscreen|Alloy Wheels
941,Mahindra Marazzo M8,2022,Moderate,16.0,Medium,High,Medium,Recommended,Touchscreen|Camera|Leatherette Seats
942,Mahindra KUV100 K2,2017,Weak,4.8,Low,Low,High,Poor,Air Conditioning|Joystick Gear
943,Mahindra KUV100 K4+,2018,Weak,5.8,Low,Low,High,Good,Air Conditioning|Power Windows
944,Mahindra KUV100 K6+,2019,Weak,6.8,Low,Low,High,Recommended,Bluetooth|Steering Controls
945,Mahindra KUV100 K8,2020,Weak,7.8,Low,Low,High,Recommended,Touchscreen|Alloy Wheels|Micro-Hybrid Tech
946,Honda City E,2015,Moderate,8.5,Low,Medium,Medium,Poor,Air Conditioning|Power Windows
947,Honda City S,2017,Moderate,10.0,Low,Medium,Medium,Good,Bluetooth|Steering Controls
948,Honda City V,2019,Moderate,11.5,Low,Medium,Medium,Recommended,Touchscreen|Camera|Alloy Wheels
949,Honda City VX CVT,2021,Moderate,13.8,Low,High,Medium,Recommended,Touchscreen|Camera|Sunroof|Automatic Transmission
950,Honda City ZX Diesel,2022,Moderate,15.5,Low,High,High,Recommended,Touchscreen|Camera|LED Headlamps|LaneWatch
951,Honda Amaze E,2022,Weak,7.2,Low,High,High,Poor,Air Conditioning|Dual Airbags
952,Honda Amaze S,2023,Weak,8.5,Low,High,High,Good,Bluetooth|Steering Controls
953,Honda Amaze V,2023,Weak,9.5,Low,High,High,Recommended,Touchscreen|Camera|LED Headlamps
954,Honda Amaze VX CVT,2024,Weak,10.8,Low,High,High,Recommended,Touchscreen|Camera|Automatic Transmission
955,Honda Jazz E,2016,Weak,6.5,Low,High,High,Poor,Air Conditioning|LED Tail Lamps
956,Honda Jazz S,2018,Weak,7.8,Low,High,High,Good,Bluetooth|Steering Controls
957,Honda Jazz V,2020,Weak,8.8,Low,High,High,Recommended,Touchscreen|Camera|Alloy Wheels
958,Honda Jazz VX CVT,2022,Weak,10.5,Low,High,High,Recommended,Touchscreen|Camera|Magic Seats|Sunroof
959,Honda WR-V S,2021,Weak,9.5,Low,High,High,Good,Touchscreen|Camera|LED DRLs
960,Honda WR-V VX Diesel,2023,Moderate,12.5,Low,High,High,Recommended,Touchscreen|Camera|Sunroof
961,Honda WR-V Exclusive Edition,2022,Weak,11.5,Low,High,High,Recommended,Touchscreen|Camera|Special Decals
962,Honda BR-V E,2017,Moderate,9.5,Low,High,Medium,Poor,Air Conditioning|Projector Headlamps
963,Honda BR-V S,2018,Moderate,10.8,Low,High,Medium,Good,Bluetooth|Automatic Climate Control
964,Honda BR-V V,2019,Moderate,11.8,Low,High,Medium,Recommended,Bluetooth|Alloy Wheels|Push Button Start
965,Honda BR-V VX CVT,2020,Moderate,13.5,Low,High,Medium,Recommended,Touchscreen|Camera|Leather Seats|Automatic Transmission
966,Honda CR-V 2.0 2WD,2018,Moderate,26.0,Medium,High,Medium,Recommended,Touchscreen|Camera|Alloy Wheels
967,Honda CR-V 2.4 4WD,2019,Strong,30.0,Medium,High,Medium,Recommended,Touchscreen|Camera|AWD|Panoramic Sunroof
968,Honda Civic V CVT,2020,Moderate,19.5,Medium,High,Medium,Good,Touchscreen|Camera|Remote Engine Start
969,Honda Civic VX,2021,Moderate,21.5,Medium,High,Medium,Recommended,Touchscreen|Camera|Digital Display
970,Honda Civic ZX Diesel,2021,Moderate,24.0,Medium,High,Medium,Recommended,Touchscreen|Camera|LaneWatch|LED Headlamps
971,Honda Brio E,2015,Weak,4.5,Low,Medium,High,Poor,Air Conditioning|Power Steering
